setting,policy,target,mse_published,mse_reproduced,mse_se,n_total,ratio,diff,z,z_combined,within_2se
probit_ind_well,entropy_sigma,sigma,0.911,1.20833201629581,0.00303157436933137,250,1.3263798203027553,0.29733201629580996,98.07841737406828,69.35191401324818,False
probit_ind_well,entropy_q0.95,sigma,0.787,1.082863685818183,0.10677517953432268,250,1.3759386096800292,0.295863685818183,2.7709031921887632,1.9593244372081258,True
probit_ind_well,dror_steinberg,q0.95,2.246,2.513569159429313,0.2263085773682943,250,1.1191314155963104,0.2675691594293128,1.1823200098769173,0.8360264965165141,True
probit_ind_well,entropy_vector,q0.95,2.66,2.648271646518647,0.2372287560789208,250,0.9955908445558822,-0.01172835348135326,-0.04943900425567082,-0.03495865516429541,True
probit_ind_well,entropy_mu,q0.95,3.482,3.9969449304881173,0.3884177219074454,250,1.1478876882504645,0.5149449304881171,1.3257503492871558,0.9374470621413818,True
probit_ind_well,entropy_sigma,q0.95,4.409,1.098767651397009,0.01603468208125536,250,0.24921017269154208,-3.310232348602991,-206.44203183003373,-145.97656062894595,False
probit_ind_well,entropy_q0.95,q0.95,1.909,1.7712584521781218,0.17891947199875416,250,0.9278462295328035,-0.1377415478218782,-0.7698521926268445,-0.5443677059177738,True
probit_ind_well,dror_steinberg,q0.99,3.847,4.256613327585523,0.37641574259439026,250,1.1064760404433385,0.40961332758552293,1.0881939335542217,0.7694693096622535,True
probit_ind_well,entropy_vector,q0.99,4.615,4.499022616819434,0.4107939291513143,250,0.9748694727669412,-0.11597738318056638,-0.2823249686775351,-0.1996338998501647,True
probit_ind_well,entropy_mu,q0.99,6.25,7.2597451818257,0.7181741396724752,250,1.161559229092112,1.0097451818257,1.4059893360768967,0.9941845938159455,True
probit_ind_well,entropy_sigma,q0.99,6.823,2.707665611490842,0.026690815435876727,250,0.3968438533622808,-4.115334388509158,-154.18541252124842,-109.02555075381997,False
probit_ind_well,entropy_q0.95,q0.99,3.397,3.5021580563692445,0.3607920701592474,250,1.0309561543624506,0.10515805636924469,0.29146443358034374,0.2060964774593571,True
probit_ind_well,bruceton,mu,0.576,0.6000251522876433,0.06337834080719887,250,1.041710333832714,0.024025152287643348,0.3790751222208461,0.2680465895014796,True
probit_ind_well,bruceton,sigma,1.267,1.3323512275333909,0.1367733532541772,250,1.0515795008156203,0.06535122753339095,0.47780672169339433,0.3378603730059126,True
probit_ind_well,bruceton,q0.95,4.055,4.074550323350324,0.3852713038645773,250,1.0048212881258505,0.019550323350324028,0.0507443018834228,0.035881639968345556,True
probit_ind_well,bruceton,q0.99,7.505,7.630869958507165,0.73984328200879,250,1.0167714801475236,0.12586995850716498,0.1701305689569937,0.12030047899661576,True
